	datetime	open	high	low	close	volume
33	07.11.2025 00:00	324.17	324.17	321.69	321.69	8
34	08.11.2025 00:00	322.07	322.07	322.07	322.07	1
35	10.11.2025 00:00	323.3	326.59	318.29	322.69	112
36	11.11.2025 00:00	323.76	324.4	322.38	322.72	10
37	12.11.2025 00:00	323.86	324.4	321.75	321.75	35
38	13.11.2025 00:00	322.4	324.18	321.75	322.1	9
39	14.11.2025 00:00	322.36	322.36	319.2	320.28	8
40	16.11.2025 00:00	319.42	319.42	319.42	319.42	1
41	17.11.2025 00:00	319.19	323.16	317.0	319.57	102
42	18.11.2025 00:00	319.45	325.94	318.22	324.54	105
43	19.11.2025 00:00	324.73	336.83	324.07	326.38	149
44	20.11.2025 00:00	328.53	331.78	326.04	331.78	38
45	21.11.2025 00:00	329.36	329.96	326.2	329.17	74
46	24.11.2025 00:00	330.67	331.09	327.51	329.84	46
47	25.11.2025 00:00	329.6	331.04	327.07	331.04	57
48	26.11.2025 00:00	329.45	330.38	327.21	330.03	40
49	27.11.2025 00:00	328.7	329.2	321.79	324.21	157
50	28.11.2025 00:00	324.21	328.0	323.11	328.0	26
51	29.11.2025 00:00	325.79	326.12	325.37	326.12	3
52	01.12.2025 00:00	326.4	327.85	326.1	327.85	17
53	02.12.2025 00:00	327.56	329.75	325.74	326.75	41
54	03.12.2025 00:00	324.8	326.28	323.0	326.28	67
55	04.12.2025 00:00	326.65	326.84	325.0	326.84	12
56	05.12.2025 00:00	324.33	328.73	324.33	327.84	78
57	08.12.2025 00:00	328.22	328.85	325.32	325.32	61
58	09.12.2025 00:00	326.9	329.08	325.29	329.08	34
59	10.12.2025 00:00	327.85	328.13	327.01	327.52	11
60	11.12.2025 00:00	327.4	330.12	327.0	328.02	61
61	12.12.2025 00:00	328.0	329.53	327.7	328.28	241
62	15.12.2025 00:00	328.26	329.59	327.52	329.59	43
63	16.12.2025 00:00	328.92	329.07	327.5	328.11	37
64	17.12.2025 00:00	328.1	332.8	326.58	328.49	1458
65	18.12.2025 00:00	328.58	328.58	319.63	325.93	1167
66	19.12.2025 00:00	326.23	328.49	322.19	323.5	273
67	20.12.2025 00:00	323.74	324.23	322.96	324.23	21
68	21.12.2025 00:00	323.96	323.96	323.16	323.16	28
69	22.12.2025 00:00	322.15	322.81	320.0	321.22	264
70	23.12.2025 00:00	321.13	325.04	320.71	324.43	178
71	24.12.2025 00:00	323.58	326.33	322.93	325.32	231
72	25.12.2025 00:00	325.05	325.05	322.43	323.47	132
73	26.12.2025 00:00	324.23	325.23	323.51	324.8	129
74	27.12.2025 00:00	325.0	325.5	325.0	325.36	29
75	28.12.2025 00:00	324.39	325.52	322.97	325.52	51
76	29.12.2025 00:00	325.51	329.09	320.83	322.7	848
77	30.12.2025 00:00	322.36	322.36	321.0	321.71	167
78	05.01.2026 00:00	320.33	321.27	318.0	320.48	526
79	06.01.2026 00:00	320.67	321.4	319.86	320.44	92
80	08.01.2026 00:00	319.0	320.13	317.96	319.0	687
81	09.01.2026 00:00	319.18	320.23	318.72	319.96	112
82	12.01.2026 00:00	320.01	322.13	318.5	319.68	735
83	13.01.2026 00:00	319.65	319.9	317.42	317.47	695
84	14.01.2026 00:00	317.4	320.13	316.19	318.87	332
85	15.01.2026 00:00	319.47	319.47	317.57	319.29	276
86	16.01.2026 00:00	318.89	321.46	318.89	321.2	640
87	17.01.2026 00:00	320.57	320.94	320.3	320.58	43
88	18.01.2026 00:00	320.9	321.0	320.43	321.0	35
89	19.01.2026 00:00	320.92	322.91	319.75	321.85	757
90	20.01.2026 00:00	322.0	323.0	317.23	321.0	1104
91	21.01.2026 00:00	320.76	323.0	319.88	323.0	728
92	22.01.2026 00:00	323.0	323.06	320.0	322.0	422
93	23.01.2026 00:00	321.75	322.96	321.0	322.36	340
94	24.01.2026 00:00	322.0	322.96	322.0	322.0	47
95	25.01.2026 00:00	322.0	323.0	322.0	323.0	19
96	26.01.2026 00:00	322.99	322.99	318.05	319.2	640
97	27.01.2026 00:00	319.01	321.06	318.5	321.0	187
98	28.01.2026 00:00	321.12	321.12	319.6	319.6	152
99	29.01.2026 00:00	320.0	331.13	320.0	323.33	1137
100	30.01.2026 00:00	323.27	324.3	319.0	320.84	343
101	31.01.2026 00:00	320.62	320.62	320.48	320.48	2
102	01.02.2026 00:00	320.57	322.01	320.57	321.97	31
103	02.02.2026 00:00	320.96	320.96	317.0	319.52	1115
104	03.02.2026 00:00	319.4	319.91	318.02	319.0	262
105	04.02.2026 00:00	319.65	321.13	318.38	319.23	1558
106	05.02.2026 00:00	318.56	318.56	315.11	316.75	1604
107	06.02.2026 00:00	316.49	317.13	315.15	315.16	316
108	07.02.2026 00:00	315.84	316.77	315.84	316.47	333
109	08.02.2026 00:00	317.0	317.0	316.33	316.33	163
110	09.02.2026 00:00	315.73	317.37	315.0	315.78	386
111	10.02.2026 00:00	316.37	319.18	316.17	317.36	388
112	11.02.2026 00:00	318.13	321.76	317.7	319.86	3091
113	12.02.2026 00:00	320.03	321.99	319.3	319.84	877
114	13.02.2026 00:00	320.09	323.0	318.4	322.93	3255
115	16.02.2026 00:00	324.1	326.8	323.93	325.88	1645
