	datetime	open	high	low	close	volume
77	24.12.2025 00:00	312.36	315.27	310.88	313.7	111971
78	25.12.2025 00:00	313.86	313.91	311.62	311.78	58638
79	26.12.2025 00:00	311.8	314.37	311.8	314.28	71483
80	27.12.2025 00:00	314.4	314.48	313.84	314.05	4511
81	28.12.2025 00:00	314.05	314.28	312.51	313.81	7229
82	29.12.2025 00:00	314.12	317.85	309.05	310.78	202516
83	30.12.2025 00:00	311.03	311.15	309.3	310.64	83796
84	05.01.2026 00:00	309.8	309.8	306.3	308.94	58100
85	06.01.2026 00:00	309.22	309.94	308.01	309.18	37861
86	08.01.2026 00:00	308.44	308.59	306.2	307.57	51918
87	09.01.2026 00:00	308.11	308.91	307.12	308.63	40545
88	12.01.2026 00:00	308.57	310.95	307.81	308.25	82193
89	13.01.2026 00:00	308.55	308.75	305.5	306.41	110389
90	14.01.2026 00:00	306.29	308.88	304.44	307.38	100779
91	15.01.2026 00:00	307.72	308.43	306.03	308.09	67287
92	16.01.2026 00:00	307.86	310.72	307.4	310.0	92803
93	17.01.2026 00:00	310.0	310.39	309.26	309.64	3742
94	18.01.2026 00:00	309.44	310.47	309.44	310.15	3904
95	19.01.2026 00:00	310.15	313.49	308.71	312.04	122490
96	20.01.2026 00:00	312.64	312.98	310.62	312.39	90637
97	21.01.2026 00:00	312.54	315.26	311.11	314.71	99460
98	22.01.2026 00:00	314.8	315.35	312.32	314.32	81448
99	23.01.2026 00:00	314.3	315.3	313.11	314.55	50310
100	24.01.2026 00:00	314.55	314.83	312.7	313.69	12671
101	25.01.2026 00:00	313.9	314.8	313.7	314.8	3385
102	26.01.2026 00:00	314.2	314.2	310.03	310.76	119467
103	27.01.2026 00:00	310.76	312.92	310.02	312.03	81177
104	28.01.2026 00:00	312.09	312.88	310.65	310.79	56433
105	29.01.2026 00:00	311.2	324.25	311.12	316.29	317305
106	30.01.2026 00:00	316.5	316.5	311.17	312.63	95399
107	31.01.2026 00:00	312.65	312.9	312.18	312.47	2591
108	01.02.2026 00:00	312.6	314.39	312.42	313.35	10071
109	02.02.2026 00:00	312.69	313.5	308.05	310.83	162580
110	03.02.2026 00:00	310.87	311.58	309.41	310.46	70901
111	04.02.2026 00:00	310.58	312.39	309.47	310.3	88169
112	05.02.2026 00:00	310.05	310.05	306.08	307.15	166574
113	06.02.2026 00:00	307.42	308.1	305.7	305.81	51367
114	07.02.2026 00:00	306.03	307.65	306.03	307.3	6200
115	08.02.2026 00:00	307.22	307.9	306.89	306.91	3876
116	09.02.2026 00:00	306.88	308.3	305.88	307.57	75431
117	10.02.2026 00:00	307.56	310.41	307.15	307.85	127025
118	11.02.2026 00:00	308.46	311.82	308.46	310.09	128015
119	12.02.2026 00:00	310.34	312.65	309.77	310.3	91492
120	13.02.2026 00:00	310.51	313.5	308.75	313.07	153391
121	16.02.2026 00:00	314.3	316.95	314.22	316.05	89211
